"Time","Time_Zone","UUID","Referrer","Location","countWithMissings(Location)","Location_ID"
"2016-09-23 18:11:25","Asia/Tokyo ","1e77b65d-0b00-47a1-a45b-e6bc367ea769",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-01 18:27:45","Asia/Tokyo ","1eb9c6ff-35b8-4e46-a429-db1deefacb00",,"http://zozo.jp/",14.0,7.0
"2016-10-11 10:56:08","Asia/Tokyo ","1ec3052c-b8c2-4723-9e4a-a2261192dc85",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-04 11:37:20","Asia/Seoul ","1fa8ab02-3338-4f7e-8542-10dc8ff41981",,"http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt",18.0,4.0
"2016-09-27 16:07:56","Asia/Tokyo ","221b36ab-7f60-4b3f-b9d0-6dcd3b395cda",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-08 21:48:23","Asia/Seoul ","22c7bda9-dd40-44b8-bf2b-ee75794f6f50","https://solairo-co.ok-sky.com/customers/383","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-08 21:48:28","Asia/Seoul ","22c7bda9-dd40-44b8-bf2b-ee75794f6f50","https://solairo-co.ok-sky.com/customers/383","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-08 21:26:11","Asia/Seoul ","22c7bda9-dd40-44b8-bf2b-ee75794f6f50","https://solairo-co.ok-sky.com/customers/383","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-08 21:55:31","Asia/Seoul ","22c7bda9-dd40-44b8-bf2b-ee75794f6f50",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/nu-chat/neos_test.html",131.0,9.0
"2016-09-05 11:44:28","Asia/Tokyo ","2365b490-26fa-4ec8-be62-f59f330196a0",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-05 11:50:05","Asia/Tokyo ","2365b490-26fa-4ec8-be62-f59f330196a0",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-18 11:33:16","Asia/Tokyo ","2389e6aa-0d9b-4ffe-a535-d5d1db1bfac3",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/s3-test_index.html",7.0,10.0
"2016-10-18 11:35:13","Asia/Tokyo ","2389e6aa-0d9b-4ffe-a535-d5d1db1bfac3",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/s3-test_index.html",7.0,10.0
"2016-10-18 11:35:39","Asia/Tokyo ","2389e6aa-0d9b-4ffe-a535-d5d1db1bfac3",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/s3-test_index.html",7.0,10.0
"2016-10-25 00:40:36","Asia/Tokyo ","24d2372f-2bbf-4057-9cdb-92642eb81619","https://s3-console-us-standard.console.aws.amazon.com/GetResource/Console.html?region=ap-northeast-1u0026pageLoadStartTime=1477323616523","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-25 00:40:52","Asia/Tokyo ","24d2372f-2bbf-4057-9cdb-92642eb81619","https://s3-console-us-standard.console.aws.amazon.com/GetResource/Console.html?region=ap-northeast-1u0026pageLoadStartTime=1477323616523","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-25 12:14:53","Asia/Tokyo ","24d2372f-2bbf-4057-9cdb-92642eb81619",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/nu-chat/neos_test.html",131.0,9.0
"2016-09-29 19:55:48","Asia/Tokyo ","25c759f8-8ef8-4166-b1b2-f93af28037a8",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-27 21:06:09","Asia/Tokyo ","26e123d3-0982-43ab-b819-82e5af09fe54",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-04 13:51:32","Asia/Tokyo ","274bd8e9-1135-434c-a0a6-982986bc2af1",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/s3-test_index.html",7.0,10.0
"2016-10-03 14:59:23","Asia/Tokyo ","2d7a5090-d6f0-4205-80d1-f1ef9f42db2a",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-31 18:13:47","Asia/Tokyo ","2dbe9572-e026-4823-87e5-ebd8d71832bd",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-04 11:59:49","Asia/Tokyo ","31499fb6-fa94-4fb8-9ae1-884cb47ae1b1","https://secure.smartshopping.jp/haunt/?id=Member_change","https://secure.smartshopping.jp/haunt/?id=Member_change",2.0,12.0
"2016-10-04 11:59:42","Asia/Tokyo ","31499fb6-fa94-4fb8-9ae1-884cb47ae1b1","http://shop.haunt-tokyo.com/ShoppingCart/?","https://secure.smartshopping.jp/haunt/?id=Memberu0026SSID=i6ehzotpah6FOCCaOgWxI2FN4JTRpT2co-O0xDAVxZYBzCGoiQTRz1iwUje95eSpu0026_ga=1.41780386.1426711177.1423632994",1.0,13.0
"2016-10-04 11:59:45","Asia/Tokyo ","31499fb6-fa94-4fb8-9ae1-884cb47ae1b1","https://secure.smartshopping.jp/haunt/?id=Memberu0026SSID=i6ehzotpah6FOCCaOgWxI2FN4JTRpT2co-O0xDAVxZYBzCGoiQTRz1iwUje95eSpu0026_ga=1.41780386.1426711177.1423632994","https://secure.smartshopping.jp/haunt/?id=Member_change",2.0,12.0
"2016-11-02 20:11:00","Asia/Tokyo ","32a674f2-a184-4d47-a449-61ed129ba6e7",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/s3-test_index.html",7.0,10.0
"2016-10-04 11:57:04","Asia/Tokyo ","33a92924-0bb4-42af-9ae5-9b8361715896",,"http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt",18.0,4.0
"2016-10-04 12:04:41","Asia/Tokyo ","33d41079-5a8e-4b67-be6f-d63b9cc718f1",,"http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt",18.0,4.0
"2016-10-31 16:09:12","Asia/Tokyo ","34c5b8d2-c5e1-4880-ac7f-61a72e3490d6",,"http://zozo.jp/",14.0,7.0
"2016-10-31 16:15:19","Asia/Tokyo ","34c5b8d2-c5e1-4880-ac7f-61a72e3490d6",,"http://zozo.jp/",14.0,7.0
"2016-10-04 11:34:17","Asia/Seoul ","34fd5969-c242-4cfb-81da-8decde8446ca",,"http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt",18.0,4.0
"2016-08-31 12:38:08","Asia/Tokyo ","361a298d-3640-41de-b77e-7d6dc571e9ed",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-31 13:37:58","Asia/Tokyo ","361a298d-3640-41de-b77e-7d6dc571e9ed",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-31 13:38:50","Asia/Tokyo ","361a298d-3640-41de-b77e-7d6dc571e9ed",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-24 17:52:06","Asia/Tokyo ","3c2e1b8a-1b78-49a5-84c6-b90dc24da106",,"http://solairo.co.jp/",3.0,5.0
"2016-08-31 19:17:15","Asia/Seoul ","3cc3742b-c1bf-4683-8a7a-8d9b334afdae",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-04 11:59:49","Asia/Tokyo ","3ccabc9b-bf1e-4993-bf26-7f90508a9e76","http://shop.haunt-tokyo.com/ShoppingCart/","https://secure.smartshopping.jp/haunt/index.php?id=NewMemberu0026SSID=12IijG_X_JXTgZuMMb40mXIZZzH8R4TBfVoKKomJAXeoHOAHVZ8uC7iL0KEPNE_b",1.0,17.0
"2016-09-28 13:40:11","Asia/Tokyo ","3e61fdd9-022a-451a-bc6e-f380fbd2ea5e",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-06 18:48:55","Asia/Seoul ","4207db52-11af-498d-9c35-277fa2bff23d",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-24 17:52:39","Asia/Tokyo ","42e88a9d-bb32-417a-b8a5-5c68b0261046",,"http://solairo.co.jp/",3.0,5.0
"2016-10-13 00:29:29","Asia/Tokyo ","43c15858-f14d-4ded-a691-263ae7ce57fa",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-13 10:34:36","Asia/Tokyo ","44167799-1a8e-4b0d-ab9b-a2a4a5c46283",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-26 12:47:41","Asia/Tokyo ","45d5c241-b719-490c-9c04-655b929091ca",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-05 12:55:19","Asia/Tokyo ","475dd830-ed5b-44cb-9a1c-b8bb451d20d1",,"http://isetan.mistore.jp/onlinestore/women/list?categoryId=01_010500u0026rid=cd04b9c17a2b440d9803a169b1dda097",6.0,2.0
"2016-09-05 12:48:47","Asia/Tokyo ","47e0f2b8-d37d-4593-960f-2aa9772b4431",,"http://isetan.mistore.jp/onlinestore/women/list?categoryId=01_010500u0026rid=cd04b9c17a2b440d9803a169b1dda097",6.0,2.0
"2016-09-05 12:46:16","Asia/Tokyo ","4ad8ee75-7994-4252-953c-de74ec974f6a","http://isetan.mistore.jp/onlinestore/index.html?rid=48995a6e4220439a8eb74eabd6528ca9u0026_ga=1.242935234.1729099964.1471332720","http://isetan.mistore.jp/onlinestore/women/list?categoryId=01_010500u0026rid=cd04b9c17a2b440d9803a169b1dda097",6.0,2.0
"2016-09-30 12:23:52","Asia/Tokyo ","4bff1893-91de-4d89-afa3-84ee445593d2",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-30 21:40:32","Asia/Tokyo ","4da14ff4-d578-47de-997f-eab2701fbfed","https://www.chatwork.com/","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-30 21:51:31","Asia/Tokyo ","4da14ff4-d578-47de-997f-eab2701fbfed","https://www.chatwork.com/","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-30 23:28:30","Asia/Tokyo ","4da14ff4-d578-47de-997f-eab2701fbfed","https://www.chatwork.com/","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-11 11:24:38","Asia/Tokyo ","5071d4c9-8784-425b-aecf-6dfac555baea",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-31 11:06:44","Asia/Tokyo ","50828a3d-3773-4696-85d3-6d174b8dace5",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-23 13:51:15","Asia/Tokyo ","51415c64-65bb-4b82-9e80-34ffa8572e7c",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-23 14:23:38","Asia/Tokyo ","51415c64-65bb-4b82-9e80-34ffa8572e7c","https://neos.smartmessage.jp/","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-21 16:02:26","Asia/Tokyo ","51415c64-65bb-4b82-9e80-34ffa8572e7c","https://app.asana.com/0/199835162310921/199835162310924","https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/nu-chat/neos_test.html",131.0,9.0
"2016-11-01 17:53:24","Asia/Tokyo ","5230b3c0-bac9-489c-b7e9-b3e7d682c606",,"http://zozo.jp/",14.0,7.0
"2016-08-31 18:19:33","Asia/Tokyo ","5717633e-ebcc-41bd-9e9c-7876e4291f0f",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-31 19:55:22","Asia/Tokyo ","5717633e-ebcc-41bd-9e9c-7876e4291f0f",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-24 09:29:19","Asia/Tokyo ","5722ef83-c2b3-40f7-8a17-0742f9fe7122",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-25 03:01:20","Asia/Tokyo ","5722ef83-c2b3-40f7-8a17-0742f9fe7122",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-13 22:11:03","Asia/Tokyo ","583d1266-6c1b-4fc3-a280-4e39461211a3",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-07 15:07:17","Asia/Tokyo ","583d7c8f-a1da-48ff-bdef-9f884fb73399",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-11-07 15:09:37","Asia/Tokyo ","583d7c8f-a1da-48ff-bdef-9f884fb73399",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/nu-chat/neos_test.html",131.0,9.0
"2016-10-04 11:59:27","Asia/Tokyo ","58705723-71b8-48f7-8cd9-e4fd25c0ccb7",,"http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt",18.0,4.0
"2016-11-02 17:16:31","Asia/Tokyo ","59f412a3-92bf-44e9-9ed1-8725a3943534",,"http://www.nttdata.com/jp/ja/index.html",2.0,6.0
"2016-10-07 23:17:15","Asia/Seoul ","5b315a4b-89a0-4c48-b6df-062a1fb340af",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-30 01:50:26","Asia/Seoul ","5b933643-668f-4596-8744-dbf3b8767517",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-14 19:13:42","Asia/Tokyo ","5dee83c5-f886-46f0-8927-816a599e2506",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-23 10:18:47","Asia/Tokyo ","5e84f1eb-235f-496c-a521-b7a45a160252",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-26 15:19:10","Asia/Tokyo ","6109fa3b-6261-4e6a-a6ea-4a17db74f390",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-31 16:15:51","Asia/Tokyo ","6269e538-4c49-4fc7-9be9-3839bb94d17c",,"http://zozo.jp/",14.0,7.0
"2016-09-30 01:49:22","Asia/Tokyo ","63c2b642-8265-4821-a3a6-1428a83862b9",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-30 15:49:26","Asia/Tokyo ","6423aba2-d597-4756-bb5b-2afd06d320ae",,"http://zozo.jp/",14.0,7.0
"2016-10-30 15:49:53","Asia/Tokyo ","6423aba2-d597-4756-bb5b-2afd06d320ae",,"http://zozo.jp/",14.0,7.0
"2016-10-30 15:50:09","Asia/Tokyo ","6423aba2-d597-4756-bb5b-2afd06d320ae",,"http://zozo.jp/",14.0,7.0
"2016-10-30 15:50:54","Asia/Tokyo ","6423aba2-d597-4756-bb5b-2afd06d320ae",,"http://zozo.jp/",14.0,7.0
"2016-10-05 19:05:12","Asia/Seoul ","64ee1b2e-4607-4990-9c3c-c3336f6458bc",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-24 12:32:59","Asia/Tokyo ","67d96319-328d-4030-87ec-44671241038c",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-14 09:24:41","Asia/Tokyo ","6a3432b4-4c78-486f-aa6f-53a93c45058f",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-08-30 20:00:15","Asia/Tokyo ","6abf155e-776b-4a72-8903-c9463fc6f16e",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-04 11:41:18","Asia/Seoul ","6e2f6c70-7486-4cf7-bdac-46d3d77aa9f8","https://secure.smartshopping.jp/haunt/?id=MypageLoginu0026SSID=7RVliV7hTXtjmyt2gLpG6LDRe_tbbTLjOKbhengmB5u5-3cKE7msK485qhC8XWrO","https://secure.smartshopping.jp/haunt/?id=Mypageu0026SSID=3FzgMkugU2lqvcWFS-55bc1ARvyrvGDBjhvbJLy0tH1Oi12WsuiJug_dND8RfUHH",1.0,14.0
"2016-11-08 13:32:19","Asia/Tokyo ","6eb771b2-faa0-4e0d-bd2f-d37a5cf06920",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-28 11:18:25","Asia/Tokyo ","6f0ce3dc-9a1d-42af-b7fd-110085cbe0d2",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-01 15:53:51","Asia/Tokyo ","6f27de0a-bf94-4d6c-a7bd-6f34f8a1535b",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-27 13:42:50","Asia/Tokyo ","739e6ca9-2d96-4363-b02f-3ace41f07138",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-04 11:31:12","Asia/Seoul ","75274dfc-0099-42d6-8a74-b6105ff36535",,"http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt",18.0,4.0
"2016-09-26 12:28:45","Asia/Tokyo ","787a02b1-d733-46da-b179-c5ba216279e2",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-26 13:14:16","Asia/Tokyo ","787a02b1-d733-46da-b179-c5ba216279e2",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-26 13:14:47","Asia/Tokyo ","787a02b1-d733-46da-b179-c5ba216279e2",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-12 16:21:17","Asia/Tokyo ","7b0aa126-0486-4184-9e27-d1c798fb7c9f",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-12 16:21:27","Asia/Tokyo ","7b0aa126-0486-4184-9e27-d1c798fb7c9f",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-04 11:59:13","Asia/Tokyo ","7b2dd401-1d4e-4768-93b8-593d5a130ba6","http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt","https://secure.smartshopping.jp/haunt/index.php?id=MypageLoginu0026SSID=itMSmHD_iAHrDrvIi8Exl-_midaJ5hegwyPiLbEjpVWbtVmbuyR6nenUYotlNsqA",2.0,16.0
"2016-10-04 11:59:57","Asia/Tokyo ","7b2dd401-1d4e-4768-93b8-593d5a130ba6","http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt","https://secure.smartshopping.jp/haunt/index.php?id=MypageLoginu0026SSID=itMSmHD_iAHrDrvIi8Exl-_midaJ5hegwyPiLbEjpVWbtVmbuyR6nenUYotlNsqA",2.0,16.0
"2016-10-01 17:20:01","Asia/Tokyo ","7f33bccd-6a1c-4eba-baa2-88dc9933e383",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-01 17:20:29","Asia/Tokyo ","7f33bccd-6a1c-4eba-baa2-88dc9933e383",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-09-26 18:19:51","Asia/Tokyo ","80aa5699-fbd0-4835-bc02-7218f5f1338e",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-04 12:02:00","Asia/Seoul ","85591c9d-08db-42a6-b78d-57ec3ee0e72e",,"http://shop.haunt-tokyo.com/shopping.php?id=Contents_150403_shirt",18.0,4.0
"2016-10-11 19:41:55","Asia/Tokyo ","87076687-78ce-410a-bdf9-07fd1e63c7b6",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
"2016-10-11 19:47:20","Asia/Tokyo ","87076687-78ce-410a-bdf9-07fd1e63c7b6",,"https://s3-ap-northeast-1.amazonaws.com/test-ok-sky/embedded_web/index.html",184.0,8.0
